고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
8079,IN-2012-30894,2013-09-01,2013-09-04,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,수도권,FUR-FU-10001770,가구,가구류,"Deflect-O Clock, Erganomic",72866.556,2,0.27,22927.356
8080,IN-2012-30894,2013-09-01,2013-09-04,빠른 배송,AM-10705,곽찬경,소비자,강남구,서울특별시,대한민국,수도권,FUR-CH-10000026,가구,의자,"SAFCO Rocking Chair, Black",493223.04,5,0.27,-155496.96
8081,ID-2012-54449,2013-12-20,2013-12-24,표준 배송,DK-13090,노진헌,소비자,수영구,부산광역시,대한민국,영남,OFF-AP-10001824,사무용품,가전,"Breville Stove, Silver",476034.714,1,0.17,-40156.686
8082,IN-2012-29592,2013-12-29,2014-01-01,빠른 배송,TB-21175,김병철,기업 고객,울주군,울산광역시,대한민국,영남,FUR-FU-10000666,가구,가구류,"Rubbermaid Frame, Black",112087.8,1,0,30263.4
8086,IN-2012-15991,2013-02-26,2013-03-03,표준 배송,LC-16870,진창우,소비자,순창군,전라북도,대한민국,호남,TEC-AC-10000896,사무기기,악세사리,"Belkin Numeric Keypad, Erganomic",60435,1,0,10251
8089,IN-2012-70185,2013-10-26,2013-10-26,당일 배송,BE-11455,구보검,홈 오피스,달서구,대구광역시,대한민국,영남,TEC-PH-10003752,사무기기,전화기,"Nokia Office Telephone, VoIP",199573.2,3,0,69768
8090,ID-2012-17174,2013-03-24,2013-03-29,표준 배송,DH-13075,최나래,기업 고객,서구,대전광역시,대한민국,충청,TEC-CO-10004981,사무기기,복사기,"Canon Copy Machine, High-Speed",517816.26,3,0.35,-79709.94
8096,IN-2012-10552,2013-01-24,2013-01-30,표준 배송,CC-12430,임호섭,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-LA-10004430,사무용품,라벨,"Avery Shipping Labels, Laser Printer Compatible",60435,5,0,28305
8117,IN-2012-35486,2013-05-13,2013-05-15,빠른 배송,JH-15910,신주철,소비자,서구,대구광역시,대한민국,영남,OFF-FA-10001304,사무용품,파스너,"Stockwell Push Pins, Assorted Sizes",52463.7,5,0.1,8093.7
8119,IN-2012-28346,2013-11-04,2013-11-08,표준 배송,SW-20455,박주선,소비자,부천시,경기도,대한민국,수도권,TEC-PH-10003546,사무기기,전화기,"Apple Signal Booster, with Caller ID",231375.78,2,0.17,22255.38
8143,IN-2012-51859,2013-08-27,2013-08-30,특급 배송,SC-20575,백재선,소비자,완도군,전라남도,대한민국,호남,OFF-LA-10003141,사무용품,라벨,"Hon Shipping Labels, Laser Printer Compatible",6146.622,1,0.47,332.622
8144,IN-2012-51859,2013-08-27,2013-08-30,특급 배송,SC-20575,백재선,소비자,완도군,전라남도,대한민국,호남,OFF-SU-10001382,사무용품,일반 사무용품,"Acme Trimmer, Serrated",66947.904,3,0.47,-26596.296
8146,IN-2012-60357,2013-03-11,2013-03-17,표준 배송,JS-16030,김서연,소비자,안양시,경기도,대한민국,수도권,FUR-CH-10004009,가구,의자,"SAFCO Rocking Chair, Set of Two",1119225.6,8,0,257284.8
8149,IN-2012-69450,2013-09-25,2013-09-27,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,OFF-SU-10001762,사무용품,일반 사무용품,"Stiletto Shears, Easy Grip",202816.8,4,0,64872
8150,IN-2012-69450,2013-09-25,2013-09-27,빠른 배송,GP-14740,최준모,기업 고객,금천구,서울특별시,대한민국,수도권,FUR-FU-10003540,가구,가구류,"Deflect-O Light Bulb, Erganomic",71848.8,4,0,25826.4
8159,IN-2012-44369,2013-07-21,2013-07-24,특급 배송,CD-12790,류숙희,홈 오피스,목포시,전라남도,대한민국,호남,OFF-BI-10004651,사무용품,바인더,"Cardinal Binding Machine, Clear",150643.8,3,0,69217.2
8160,IN-2012-44369,2013-07-21,2013-07-24,특급 배송,CD-12790,류숙희,홈 오피스,목포시,전라남도,대한민국,호남,OFF-EN-10002140,사무용품,봉투,"Jiffy Business Envelopes, Recycled",168544.8,9,0,53703
8162,ID-2012-23215,2013-12-12,2013-12-17,표준 배송,PL-18925,현한나,홈 오피스,해운대구,부산광역시,대한민국,영남,FUR-CH-10002932,가구,의자,"Harbour Creations Rocking Chair, Adjustable",137314.44,1,0.1,-18.36
8163,IN-2012-34751,2013-12-08,2013-12-12,표준 배송,JP-16135,김선일,홈 오피스,횡성군,강원도,대한민국,강원,FUR-BO-10000208,가구,책장,"Bush Stackable Bookrack, Mobile",377940.6,3,0,105753.6
8194,ID-2012-37306,2013-11-17,2013-11-24,표준 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,OFF-EN-10004892,사무용품,봉투,"Ames Manila Envelope, with clear poly window",45783.414,3,0.47,-5257.386
8195,ID-2012-37306,2013-11-17,2013-11-24,표준 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,OFF-EN-10002540,사무용품,봉투,"GlobeWeis Clasp Envelope, with clear poly window",21796.992,3,0.47,-5834.808
8196,ID-2012-37306,2013-11-17,2013-11-24,표준 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,OFF-LA-10001312,사무용품,라벨,"Hon File Folder Labels, Laser Printer Compatible",18683.136,4,0.47,-9224.064
8217,IN-2012-75218,2013-06-01,2013-06-01,당일 배송,AH-10465,최윤재,소비자,파주시,경기도,대한민국,수도권,TEC-AC-10001463,사무기기,악세사리,"Logitech Numeric Keypad, Programmable",390211.2,8,0,70012.8
8218,IN-2012-75218,2013-06-01,2013-06-01,당일 배송,AH-10465,최윤재,소비자,파주시,경기도,대한민국,수도권,OFF-EN-10003498,사무용품,봉투,"Cameo Interoffice Envelope, Recycled",141463.8,3,0,52326
8219,IN-2012-42759,2013-08-20,2013-08-20,당일 배송,TH-21235,백보정,기업 고객,동구,울산광역시,대한민국,영남,TEC-PH-10001428,사무기기,전화기,"Motorola Headset, VoIP",366419.7,5,0.1,12071.7
8227,ID-2012-45272,2013-06-14,2013-06-20,표준 배송,TZ-21580,차순자,소비자,여수시,전라남도,대한민국,호남,OFF-PA-10000776,사무용품,종이,"Xerox Cards & Envelopes, Premium",68804.1,3,0.5,-4176.9
8230,IN-2012-65796,2013-05-13,2013-05-18,표준 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,OFF-PA-10004727,사무용품,종이,"Eaton Note Cards, 8.5 x 11",145906.92,6,0.1,35563.32
8231,IN-2012-24188,2013-08-28,2013-09-02,표준 배송,BP-11290,문회창,소비자,수원시,경기도,대한민국,수도권,OFF-SU-10001697,사무용품,일반 사무용품,"Fiskars Scissors, Easy Grip",68244.12,3,0.1,14357.52
8270,IN-2012-33414,2013-10-26,2013-11-01,표준 배송,KM-16375,배정순,홈 오피스,가평군,경기도,대한민국,수도권,TEC-PH-10002443,사무기기,전화기,"Cisco Signal Booster, with Caller ID",309733.2,2,0,58813.2
8271,IN-2012-33414,2013-10-26,2013-11-01,표준 배송,KM-16375,배정순,홈 오피스,가평군,경기도,대한민국,수도권,OFF-FA-10000027,사무용품,파스너,"Stockwell Rubber Bands, Bulk Pack",32925.6,2,0,15789.6
8272,IN-2012-33414,2013-10-26,2013-11-01,표준 배송,KM-16375,배정순,홈 오피스,가평군,경기도,대한민국,수도권,OFF-LA-10002319,사무용품,라벨,"Smead Legal Exhibit Labels, Laser Printer Compatible",11322,1,0,4865.4
8273,IN-2012-33414,2013-10-26,2013-11-01,표준 배송,KM-16375,배정순,홈 오피스,가평군,경기도,대한민국,수도권,OFF-AR-10001965,사무용품,필기구,"BIC Markers, Easy-Erase",54468,2,0,11934
8274,IN-2012-33414,2013-10-26,2013-11-01,표준 배송,KM-16375,배정순,홈 오피스,가평군,경기도,대한민국,수도권,FUR-FU-10004780,가구,가구류,"Deflect-O Frame, Duo Pack",224604,2,0,2203.2
8294,IN-2012-64627,2013-02-21,2013-02-25,표준 배송,SC-20020,성재민,소비자,충주시,충청북도,대한민국,충청,TEC-MA-10003801,사무기기,전산기기,"StarTech Card Printer, Red",819315,5,0,229347
8302,IN-2012-29725,2013-06-22,2013-06-28,표준 배송,NC-18535,한미정,기업 고객,음성군,충청북도,대한민국,충청,OFF-SU-10001535,사무용품,일반 사무용품,"Stiletto Trimmer, Easy Grip",162926.64,4,0.1,65129.04
8350,IN-2012-59685,2013-08-05,2013-08-09,표준 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,수도권,TEC-AC-10002883,사무기기,악세사리,"Logitech Keyboard, Erganomic",358326,5,0,146880
8351,IN-2012-59685,2013-08-05,2013-08-09,표준 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,수도권,FUR-BO-10001934,가구,책장,"Bush Library with Doors, Metal",1484222.4,4,0,118728
8352,IN-2012-59685,2013-08-05,2013-08-09,표준 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,수도권,TEC-CO-10001204,사무기기,복사기,"Sharp Copy Machine, Color",982627.2,4,0,157161.6
8357,ID-2012-78193,2013-08-26,2013-09-01,표준 배송,CS-12250,구용성,기업 고객,동작구,서울특별시,대한민국,수도권,TEC-AC-10000284,사무기기,악세사리,"Belkin Flash Drive, Bluetooth",47056.68,2,0.45,-13714.92
8358,ID-2012-78193,2013-08-26,2013-09-01,표준 배송,CS-12250,구용성,기업 고객,동작구,서울특별시,대한민국,수도권,OFF-PA-10002514,사무용품,종이,"Xerox Memo Slips, Premium",45541.98,6,0.45,-10823.22
8359,ID-2012-78193,2013-08-26,2013-09-01,표준 배송,CS-12250,구용성,기업 고객,동작구,서울특별시,대한민국,수도권,FUR-FU-10000921,가구,가구류,"Advantus Door Stop, Erganomic",66784.5,2,0.25,-14305.5
8360,IN-2012-40330,2013-12-23,2013-12-29,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,OFF-PA-10003686,사무용품,종이,"SanDisk Message Books, Multicolor",12867.3,1,0.5,-12102.3
8361,IN-2012-40330,2013-12-23,2013-12-29,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,OFF-AP-10004841,사무용품,가전,"Hamilton Beach Toaster, Silver",148563,5,0.5,-124848
8362,IN-2012-40330,2013-12-23,2013-12-29,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,OFF-BI-10001028,사무용품,바인더,"Ibico 3-Hole Punch, Clear",45762.3,3,0.5,-17396.1
8376,IN-2012-11350,2013-02-14,2013-02-18,표준 배송,TG-21310,남주석,소비자,여주시,경기도,대한민국,수도권,FUR-FU-10002598,가구,가구류,"Tenex Photo Frame, Durable",149542.2,3,0,62791.2
8377,IN-2012-11350,2013-02-14,2013-02-18,표준 배송,TG-21310,남주석,소비자,여주시,경기도,대한민국,수도권,OFF-AR-10003613,사무용품,필기구,"Sanford Canvas, Easy-Erase",259029,5,0,77571
8380,IN-2012-51215,2013-11-06,2013-11-10,빠른 배송,NF-18475,남경화,홈 오피스,무안군,전라남도,대한민국,호남,FUR-FU-10000816,가구,가구류,"Tenex Clock, Erganomic",49847.4,1,0,16921.8
8381,IN-2012-31769,2013-12-23,2013-12-29,표준 배송,RE-19405,오주경,소비자,강남구,서울특별시,대한민국,수도권,TEC-AC-10002533,사무기기,악세사리,"Enermax Memory Card, USB",315608.4,3,0.1,21022.2
8382,IN-2012-31769,2013-12-23,2013-12-29,표준 배송,RE-19405,오주경,소비자,강남구,서울특별시,대한민국,수도권,FUR-TA-10000649,가구,탁자,"Barricks Computer Table, with Bottom Storage",3084672.78,9,0.3,88045.38
8383,IN-2012-31769,2013-12-23,2013-12-29,표준 배송,RE-19405,오주경,소비자,강남구,서울특별시,대한민국,수도권,FUR-BO-10001668,가구,책장,"Ikea Floating Shelf Set, Pine",315222.84,2,0.1,-21071.16
8391,IN-2012-26967,2013-09-06,2013-09-11,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,OFF-AR-10001266,사무용품,필기구,"Boston Canvas, Blue",199701.72,5,0.27,30024.72
8392,IN-2012-26967,2013-09-06,2013-09-11,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,TEC-MA-10001811,사무기기,전산기기,"Okidata Card Printer, Durable",893755.62,6,0.17,-140095.98
8393,IN-2012-26967,2013-09-06,2013-09-11,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,TEC-CO-10000679,사무기기,복사기,"Hewlett Personal Copier, High-Speed",270294.084,2,0.07,-17468.316
8425,ID-2012-55667,2013-02-23,2013-02-26,빠른 배송,RF-19735,전정수,소비자,동작구,서울특별시,대한민국,수도권,TEC-PH-10003752,사무기기,전화기,"Nokia Office Telephone, VoIP",99786.6,3,0.5,-30018.6
8426,ID-2012-55667,2013-02-23,2013-02-26,빠른 배송,RF-19735,전정수,소비자,동작구,서울특별시,대한민국,수도권,FUR-CH-10001871,가구,의자,"Harbour Creations Steel Folding Chair, Set of Two",163428.48,2,0.2,-28617.12
8427,ID-2012-55667,2013-02-23,2013-02-26,빠른 배송,RF-19735,전정수,소비자,동작구,서울특별시,대한민국,수도권,OFF-PA-10004495,사무용품,종이,"SanDisk Note Cards, Premium",45624.6,3,0.5,0
8428,ID-2012-52377,2013-07-20,2013-07-24,빠른 배송,PB-18805,현기민,홈 오피스,고성군,강원도,대한민국,강원,TEC-AC-10000499,사무기기,악세사리,"Memorex Memory Card, USB",110801.376,2,0.47,-10497.024
8429,IN-2012-19295,2013-10-22,2013-10-26,표준 배송,PJ-18835,나혜령,기업 고객,안양시,경기도,대한민국,수도권,TEC-CO-10002150,사무기기,복사기,"Canon Fax and Copier, Digital",525958.92,3,0.1,233759.52
8430,IN-2012-19295,2013-10-22,2013-10-26,표준 배송,PJ-18835,나혜령,기업 고객,안양시,경기도,대한민국,수도권,OFF-ST-10003206,사무용품,수납용품,"Eldon Shelving, Blue",266697.36,6,0.1,109535.76
8431,IN-2012-19295,2013-10-22,2013-10-26,표준 배송,PJ-18835,나혜령,기업 고객,안양시,경기도,대한민국,수도권,OFF-ST-10003810,사무용품,수납용품,"Tenex Box, Single Width",60698.16,4,0.1,16756.56
8432,IN-2012-19295,2013-10-22,2013-10-26,표준 배송,PJ-18835,나혜령,기업 고객,안양시,경기도,대한민국,수도권,FUR-BO-10001822,가구,책장,"Dania Library with Doors, Metal",1328749.92,4,0.1,-103452.48
8444,IN-2012-53469,2013-03-03,2013-03-08,표준 배송,CC-12430,임호섭,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-BI-10002919,사무용품,바인더,"Acco Binder Covers, Durable",108838.08,8,0.1,16793.28
8445,IN-2012-53469,2013-03-03,2013-03-08,표준 배송,CC-12430,임호섭,홈 오피스,유성구,대전광역시,대한민국,충청,FUR-BO-10004404,가구,책장,"Ikea 3-Shelf Cabinet, Pine",791995.32,6,0.1,96702.12
8446,IN-2012-53469,2013-03-03,2013-03-08,표준 배송,CC-12430,임호섭,홈 오피스,유성구,대전광역시,대한민국,충청,FUR-BO-10003384,가구,책장,"Ikea Corner Shelving, Traditional",790783.56,7,0.1,149254.56
8447,IN-2012-53469,2013-03-03,2013-03-08,표준 배송,CC-12430,임호섭,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-AR-10002340,사무용품,필기구,"Stanley Markers, Water Color",46597.68,2,0.1,4614.48
8448,IN-2012-64788,2013-12-14,2013-12-18,빠른 배송,YC-21895,전수호,기업 고객,동대문구,서울특별시,대한민국,수도권,TEC-PH-10004221,사무기기,전화기,"Samsung Speaker Phone, Cordless",320243.382,3,0.17,88723.782
8453,IN-2012-76758,2013-12-07,2013-12-14,표준 배송,AG-10495,주신호,기업 고객,강북구,서울특별시,대한민국,수도권,OFF-PA-10003686,사무용품,종이,"SanDisk Message Books, Multicolor",51469.2,2,0,1530
8454,IN-2012-76758,2013-12-07,2013-12-14,표준 배송,AG-10495,주신호,기업 고객,강북구,서울특별시,대한민국,수도권,OFF-BI-10003142,사무용품,바인더,"Acco Binder Covers, Clear",26071.2,2,0,0
8455,IN-2012-76758,2013-12-07,2013-12-14,표준 배송,AG-10495,주신호,기업 고객,강북구,서울특별시,대한민국,수도권,OFF-AR-10001965,사무용품,필기구,"BIC Markers, Easy-Erase",81702,3,0,17901
8456,IN-2012-76758,2013-12-07,2013-12-14,표준 배송,AG-10495,주신호,기업 고객,강북구,서울특별시,대한민국,수도권,TEC-CO-10000562,사무기기,복사기,"HP Wireless Fax, Digital",2569329,7,0,565059.6
8471,IN-2012-50774,2013-04-19,2013-04-25,표준 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-LA-10000624,사무용품,라벨,"Hon File Folder Labels, 5000 Label Set",55263.6,6,0,20379.6
8477,IN-2012-36620,2013-09-03,2013-09-07,표준 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,OFF-LA-10000540,사무용품,라벨,"Harbour Creations Round Labels, Adjustable",9486,2,0,2509.2
8478,IN-2012-36620,2013-09-03,2013-09-07,표준 배송,SC-20770,최재현,기업 고객,달서구,대구광역시,대한민국,영남,FUR-FU-10001674,가구,가구류,"Deflect-O Clock, Duo Pack",359641.8,7,0,161721
8484,IN-2012-20800,2013-03-19,2013-03-23,표준 배송,AS-10240,심종현,소비자,함안군,경상남도,대한민국,영남,TEC-PH-10003927,사무기기,전화기,"Nokia Audio Dock, with Caller ID",141162.084,1,0.17,35714.484
8490,IN-2012-75890,2013-02-15,2013-02-19,표준 배송,JE-15475,봉문주,소비자,양주시,경기도,대한민국,수도권,FUR-BO-10004852,가구,책장,"Sauder Classic Bookcase, Traditional",1778839.2,4,0,658144.8
8501,IN-2012-60266,2013-06-03,2013-06-09,표준 배송,RB-19465,임상훈,홈 오피스,강서구,서울특별시,대한민국,수도권,FUR-CH-10003551,가구,의자,"Hon Swivel Stool, Black",1183999.68,8,0.1,499783.68
8511,IN-2012-55800,2013-10-20,2013-10-24,표준 배송,CL-12700,한우빈,홈 오피스,수원시,경기도,대한민국,수도권,TEC-PH-10003348,사무기기,전화기,"Cisco Speaker Phone, with Caller ID",529686,5,0.25,112914
8574,IN-2012-32581,2013-12-13,2013-12-17,표준 배송,MC-17605,도재윤,기업 고객,안양시,경기도,대한민국,수도권,OFF-PA-10003784,사무용품,종이,"Eaton Note Cards, Premium",77084.46,3,0.1,34213.86
8575,IN-2012-32581,2013-12-13,2013-12-17,표준 배송,MC-17605,도재윤,기업 고객,안양시,경기도,대한민국,수도권,OFF-LA-10003338,사무용품,라벨,"Novimex Legal Exhibit Labels, Alphabetical",28338.66,3,0.1,10345.86
8576,IN-2012-32581,2013-12-13,2013-12-17,표준 배송,MC-17605,도재윤,기업 고객,안양시,경기도,대한민국,수도권,FUR-BO-10001501,가구,책장,"Bush Classic Bookcase, Metal",1135033.56,3,0.1,416147.76
8614,ID-2012-25581,2013-10-18,2013-10-21,특급 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,영남,FUR-BO-10001967,가구,책장,"Safco Corner Shelving, Mobile",248031.36,2,0.2,-27919.44
8615,ID-2012-25581,2013-10-18,2013-10-21,특급 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,영남,OFF-EN-10003435,사무용품,봉투,"GlobeWeis Business Envelopes, with clear poly window",21297.6,2,0.5,-8139.6
8616,ID-2012-25581,2013-10-18,2013-10-21,특급 배송,LS-17230,김민경,소비자,중구,울산광역시,대한민국,영남,FUR-FU-10002803,가구,가구류,"Deflect-O Stacking Tray, Erganomic",97552.8,5,0.2,-14749.2
8621,ID-2012-73482,2013-11-15,2013-11-17,특급 배송,OT-18730,최유인,소비자,거창군,경상남도,대한민국,영남,FUR-FU-10001452,가구,가구류,"Rubbermaid Door Stop, Black",65226.96,2,0.27,-9865.44
8645,IN-2012-32693,2013-10-20,2013-10-27,표준 배송,JO-15280,류하민,소비자,태백시,강원도,대한민국,강원,OFF-AR-10000681,사무용품,필기구,"Binney & Smith Sketch Pad, Water Color",100980,2,0,14137.2
8650,IN-2012-24223,2013-09-30,2013-10-06,표준 배송,LS-16945,송준호,기업 고객,시흥시,경기도,대한민국,수도권,OFF-SU-10004077,사무용품,일반 사무용품,"Acme Letter Opener, Easy Grip",129866.4,4,0,53244
8651,IN-2012-24223,2013-09-30,2013-10-06,표준 배송,LS-16945,송준호,기업 고객,시흥시,경기도,대한민국,수도권,FUR-FU-10000541,가구,가구류,"Advantus Frame, Duo Pack",680421.6,6,0,176806.8
8653,IN-2012-73734,2013-02-12,2013-02-19,표준 배송,MG-17890,허춘삼,홈 오피스,성북구,서울특별시,대한민국,수도권,OFF-BI-10004440,사무용품,바인더,"Cardinal Binder, Economy",14106.6,1,0,3366
8654,IN-2012-49689,2013-08-19,2013-08-23,표준 배송,TW-21025,박동광,홈 오피스,예산군,충청남도,대한민국,충청,OFF-AP-10001274,사무용품,가전,"Hoover Microwave, Black",942694.2,3,0,405297
8659,IN-2012-30341,2013-11-02,2013-11-07,표준 배송,BD-11635,구현철,소비자,양주시,경기도,대한민국,수도권,OFF-BI-10001744,사무용품,바인더,"Acco Binding Machine, Economy",260559,5,0,28611
8660,IN-2012-30341,2013-11-02,2013-11-07,표준 배송,BD-11635,구현철,소비자,양주시,경기도,대한민국,수도권,FUR-CH-10001477,가구,의자,"Novimex Chairmat, Black",329929.2,6,0,141739.2
8682,IN-2012-74252,2013-04-03,2013-04-07,빠른 배송,EB-13870,임영수,소비자,성북구,서울특별시,대한민국,수도권,TEC-CO-10003982,사무기기,복사기,"HP Ink, High-Speed",232988.4,2,0.1,85374
8683,ID-2012-69772,2013-05-21,2013-05-28,표준 배송,MA-17560,조미정,홈 오피스,여주시,경기도,대한민국,수도권,OFF-AR-10002847,사무용품,필기구,"Stanley Pens, Water Color",29688.12,4,0.45,-16823.88
8684,ID-2012-69772,2013-05-21,2013-05-28,표준 배송,MA-17560,조미정,홈 오피스,여주시,경기도,대한민국,수도권,FUR-FU-10002928,가구,가구류,"Rubbermaid Clock, Durable",72200.7,2,0.25,9593.1
8712,IN-2012-63073,2013-10-05,2013-10-06,특급 배송,AJ-10945,한규화,소비자,정읍시,전라북도,대한민국,호남,FUR-FU-10001507,가구,가구류,"Rubbermaid Light Bulb, Duo Pack",38556,2,0,11934
8722,IN-2012-67672,2013-10-26,2013-10-30,표준 배송,DP-13390,최찬호,홈 오피스,서구,부산광역시,대한민국,영남,OFF-BI-10003646,사무용품,바인더,"Avery Index Tab, Economy",14375.88,2,0.1,1891.08
8760,ID-2012-15711,2013-07-06,2013-07-10,빠른 배송,CK-12760,백지현,기업 고객,부안군,전라북도,대한민국,호남,TEC-CO-10001846,사무기기,복사기,"Hewlett Fax and Copier, Digital",742241.556,6,0.37,-259296.444
8761,ID-2012-15711,2013-07-06,2013-07-10,빠른 배송,CK-12760,백지현,기업 고객,부안군,전라북도,대한민국,호남,OFF-BI-10002558,사무용품,바인더,"Cardinal Binder Covers, Economy",50796,5,0.17,-4284
8762,ID-2012-15711,2013-07-06,2013-07-10,빠른 배송,CK-12760,백지현,기업 고객,부안군,전라북도,대한민국,호남,OFF-FA-10002481,사무용품,파스너,"OIC Rubber Bands, 12 Pack",26759.7,3,0.47,-22261.5
8763,ID-2012-15711,2013-07-06,2013-07-10,빠른 배송,CK-12760,백지현,기업 고객,부안군,전라북도,대한민국,호남,OFF-PA-10003449,사무용품,종이,"Green Bar Computer Printout Paper, Premium",64353.024,4,0.47,-29.376
8766,IN-2012-64585,2013-08-19,2013-08-23,빠른 배송,EP-13915,허서연,소비자,남구,울산광역시,대한민국,영남,OFF-PA-10000731,사무용품,종이,"Enermax Parchment Paper, 8.5 x 11",71714.16,4,0.1,13451.76
8785,IN-2012-60322,2013-08-12,2013-08-17,빠른 배송,MV-18190,배재민,소비자,금정구,부산광역시,대한민국,영남,TEC-MA-10000776,사무기기,전산기기,"Okidata Calculator, Wireless",160007.4,3,0,39933
8786,IN-2012-60322,2013-08-12,2013-08-17,빠른 배송,MV-18190,배재민,소비자,금정구,부산광역시,대한민국,영남,FUR-CH-10002940,가구,의자,"Harbour Creations Chairmat, Black",141922.8,2,0,15606
8798,IN-2012-72705,2013-12-01,2013-12-08,표준 배송,KD-16615,서선호,기업 고객,진안군,전라북도,대한민국,호남,OFF-EN-10004560,사무용품,봉투,"Ames Mailers, Security-Tint",42916.5,2,0.45,2340.9
8799,ID-2012-74784,2013-08-20,2013-08-22,빠른 배송,CB-12025,박민준,소비자,유성구,대전광역시,대한민국,충청,TEC-AC-10003407,사무기기,악세사리,"Memorex Mouse, Erganomic",52999.2,4,0.5,-38188.8
8806,ID-2012-26904,2013-10-09,2013-10-13,표준 배송,SP-20545,문경헌,기업 고객,고양시,경기도,대한민국,수도권,OFF-AR-10001850,사무용품,필기구,"BIC Highlighters, Fluorescent",60133.896,4,0.27,-11592.504
8812,ID-2012-11126,2013-11-26,2013-11-30,표준 배송,AP-10720,백다솜,홈 오피스,논산시,충청남도,대한민국,충청,OFF-ST-10004857,사무용품,수납용품,"Smead Folders, Single Width",56827.872,6,0.47,-12940.128
8813,ID-2012-11126,2013-11-26,2013-11-30,표준 배송,AP-10720,백다솜,홈 오피스,논산시,충청남도,대한민국,충청,OFF-ST-10004015,사무용품,수납용품,"Smead Trays, Blue",52416.576,2,0.47,1926.576
8814,ID-2012-11126,2013-11-26,2013-11-30,표준 배송,AP-10720,백다솜,홈 오피스,논산시,충청남도,대한민국,충청,OFF-SU-10004766,사무용품,일반 사무용품,"Kleencut Shears, Easy Grip",26159.634,1,0.47,-523.566
8820,IN-2012-28906,2013-08-16,2013-08-18,특급 배송,KH-16690,고서준,기업 고객,시흥시,경기도,대한민국,수도권,FUR-CH-10000430,가구,의자,"SAFCO Swivel Stool, Red",462506.76,3,0.1,149009.76
8832,IN-2012-27681,2013-01-05,2013-01-11,표준 배송,SW-20455,박주선,소비자,부천시,경기도,대한민국,수도권,FUR-FU-10000394,가구,가구류,"Rubbermaid Photo Frame, Durable",49755.6,1,0,23378.4
8833,ID-2012-78102,2013-01-27,2013-02-02,표준 배송,DB-13360,윤은경,홈 오피스,안성시,경기도,대한민국,수도권,OFF-EN-10004144,사무용품,봉투,"Cameo Clasp Envelope, Security-Tint",83701.098,13,0.47,-17737.902
8848,IN-2012-24349,2013-09-06,2013-09-13,표준 배송,EH-13990,차성종,소비자,북구,광주광역시,대한민국,호남,FUR-BO-10001679,가구,책장,"Ikea 3-Shelf Cabinet, Traditional",566626.32,6,0.35,60991.92
8851,IN-2012-33855,2013-03-09,2013-03-13,빠른 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,TEC-MA-10002039,사무기기,전산기기,"Panasonic Calculator, Wireless",323099.28,7,0.1,14222.88
8852,IN-2012-33855,2013-03-09,2013-03-13,빠른 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,TEC-PH-10003546,사무기기,전화기,"Apple Signal Booster, with Caller ID",878112.9,7,0.1,146191.5
8853,IN-2012-33855,2013-03-09,2013-03-13,빠른 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,TEC-PH-10001002,사무기기,전화기,"Apple Signal Booster, Full Size",126628.92,1,0.1,40795.92
8854,IN-2012-33855,2013-03-09,2013-03-13,빠른 배송,JR-15670,성미령,소비자,순천시,전라남도,대한민국,호남,TEC-AC-10003640,사무기기,악세사리,"SanDisk Mouse, Programmable",146182.32,4,0.1,-13060.08
8860,IN-2012-50704,2013-01-27,2013-02-01,표준 배송,PO-18865,최유미,소비자,울주군,울산광역시,대한민국,영남,OFF-EN-10000328,사무용품,봉투,"Kraft Business Envelopes, Set of 50",40759.2,2,0,15483.6
