고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인,이익
9849,IN-2015-67504,2016-11-19,2016-11-24,표준 배송,CB-12535,남영준,기업 고객,익산시,전라북도,대한민국,호남,OFF-LA-10004756,사무용품,라벨,"Avery Removable Labels, Laser Printer Compatible",39437.28,4,0.1,13488.48
9850,IN-2015-67504,2016-11-19,2016-11-24,표준 배송,CB-12535,남영준,기업 고객,익산시,전라북도,대한민국,호남,FUR-CH-10001322,가구,의자,"Harbour Creations Executive Leather Armchair, Adjustable",1748239.2,4,0.1,233049.6
9851,IN-2015-57151,2016-08-18,2016-08-25,표준 배송,AJ-10945,한규화,소비자,정읍시,전라북도,대한민국,호남,OFF-EN-10004885,사무용품,봉투,"Jiffy Interoffice Envelope, Recycled",166121.28,4,0.1,70037.28
9852,IN-2015-57151,2016-08-18,2016-08-25,표준 배송,AJ-10945,한규화,소비자,정읍시,전라북도,대한민국,호남,TEC-PH-10003823,사무기기,전화기,"Apple Headset, Full Size",205310.7,3,0.1,66141.9
9854,ID-2015-29641,2016-04-09,2016-04-13,표준 배송,BD-11605,진은준,소비자,진안군,전라북도,대한민국,호남,FUR-CH-10000602,가구,의자,"Novimex Executive Leather Armchair, Red",1689854.4,4,0.1,-112730.4
9855,ID-2015-29641,2016-04-09,2016-04-13,표준 배송,BD-11605,진은준,소비자,진안군,전라북도,대한민국,호남,FUR-FU-10002069,가구,가구류,"Advantus Door Stop, Durable",77222.16,2,0.1,23978.16
9856,ID-2015-29641,2016-04-09,2016-04-13,표준 배송,BD-11605,진은준,소비자,진안군,전라북도,대한민국,호남,FUR-FU-10001410,가구,가구류,"Tenex Clock, Durable",173612.16,4,0.1,61616.16
9857,ID-2015-29641,2016-04-09,2016-04-13,표준 배송,BD-11605,진은준,소비자,진안군,전라북도,대한민국,호남,TEC-AC-10002649,사무기기,악세사리,"Belkin Keyboard, Programmable",235136.52,3,0.1,67876.92
9858,IN-2015-30453,2016-03-13,2016-03-15,특급 배송,DK-12985,장규보,소비자,은평구,서울특별시,대한민국,서울경기,OFF-FA-10000263,사무용품,파스너,"Stockwell Thumb Tacks, Bulk Pack",36187.56,3,0.1,13604.76
9864,IN-2015-52384,2016-06-29,2016-06-30,당일 배송,DO-13435,양근수,소비자,구로구,서울특별시,대한민국,서울경기,OFF-PA-10001006,사무용품,종이,"Eaton Message Books, Recycled",62699.4,3,0,26254.8
9865,IN-2015-48814,2016-12-23,2016-12-30,표준 배송,ME-17320,장성혜,홈 오피스,이천시,경기도,대한민국,서울경기,FUR-FU-10002848,가구,가구류,"Advantus Stacking Tray, Black",48525.48,2,0.1,10765.08
9866,IN-2015-48814,2016-12-23,2016-12-30,표준 배송,ME-17320,장성혜,홈 오피스,이천시,경기도,대한민국,서울경기,FUR-FU-10003918,가구,가구류,"Advantus Photo Frame, Black",389085.12,8,0.1,142571.52
9867,IN-2015-48814,2016-12-23,2016-12-30,표준 배송,ME-17320,장성혜,홈 오피스,이천시,경기도,대한민국,서울경기,FUR-BO-10000655,가구,책장,"Dania Classic Bookcase, Traditional",1131233.04,3,0.1,87926.04
9875,IN-2015-59069,2016-09-19,2016-09-24,빠른 배송,TT-21220,임유나,소비자,천안시,충청남도,대한민국,충청,OFF-ST-10002240,사무용품,수납용품,"Fellowes Shelving, Blue",318582.72,6,0.1,63562.32
9876,IN-2015-59069,2016-09-19,2016-09-24,빠른 배송,TT-21220,임유나,소비자,천안시,충청남도,대한민국,충청,FUR-FU-10001674,가구,가구류,"Deflect-O Clock, Duo Pack",323677.62,7,0.1,125756.82
9878,IN-2015-73944,2016-10-22,2016-10-26,표준 배송,AZ-10750,임미정,소비자,영광군,전라남도,대한민국,호남,OFF-LA-10000244,사무용품,라벨,"Hon Legal Exhibit Labels, Alphabetical",29412.72,3,0.1,7472.52
9884,IN-2015-72481,2016-12-25,2017-01-01,표준 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,OFF-LA-10000879,사무용품,라벨,"Hon File Folder Labels, Alphabetical",15532.56,2,0.1,6168.96
9887,IN-2015-32728,2016-10-17,2016-10-23,표준 배송,BN-11515,한민아,소비자,의왕시,경기도,대한민국,서울경기,FUR-TA-10002095,가구,탁자,"Lesro Training Table, Fully Assembled",275675.4,1,0,11016
9892,IN-2015-73230,2016-06-23,2016-06-29,표준 배송,SS-20140,서수빈,기업 고객,금정구,부산광역시,대한민국,영남,TEC-CO-10004605,사무기기,복사기,"HP Copy Machine, Color",465060.636,2,0.07,209979.036
9907,ID-2015-59517,2016-11-05,2016-11-09,표준 배송,SP-20545,문경헌,기업 고객,고양시,경기도,대한민국,서울경기,FUR-FU-10004182,가구,가구류,"Eldon Stacking Tray, Black",96390,3,0,41401.8
9910,ID-2015-65026,2016-11-11,2016-11-15,표준 배송,DJ-13420,손찬우,기업 고객,서구,대구광역시,대한민국,영남,OFF-BI-10004181,사무용품,바인더,"Avery 3-Hole Punch, Clear",46275.156,2,0.17,-3358.044
9911,ID-2015-65026,2016-11-11,2016-11-15,표준 배송,DJ-13420,손찬우,기업 고객,서구,대구광역시,대한민국,영남,OFF-BI-10002792,사무용품,바인더,"Ibico Index Tab, Durable",15695.964,2,0.17,1497.564
9912,ID-2015-48828,2016-12-29,2017-01-02,표준 배송,KB-16315,길연지,소비자,서구,인천광역시,대한민국,서울경기,OFF-EN-10002007,사무용품,봉투,"Kraft Clasp Envelope, with clear poly window",33895.62,5,0.47,-19960.38
9913,ID-2015-48828,2016-12-29,2017-01-02,표준 배송,KB-16315,길연지,소비자,서구,인천광역시,대한민국,서울경기,OFF-EN-10002806,사무용품,봉투,"GlobeWeis Peel and Seal, Recycled",21829.428,2,0.47,-18.972
9914,ID-2015-48828,2016-12-29,2017-01-02,표준 배송,KB-16315,길연지,소비자,서구,인천광역시,대한민국,서울경기,OFF-SU-10001382,사무용품,일반 사무용품,"Acme Trimmer, Serrated",22315.968,1,0.47,-8865.432
9915,ID-2015-48828,2016-12-29,2017-01-02,표준 배송,KB-16315,길연지,소비자,서구,인천광역시,대한민국,서울경기,TEC-CO-10004143,사무기기,복사기,"HP Personal Copier, Color",596337.39,5,0.07,198690.39
9916,ID-2015-48828,2016-12-29,2017-01-02,표준 배송,KB-16315,길연지,소비자,서구,인천광역시,대한민국,서울경기,TEC-CO-10000778,사무기기,복사기,"Sharp Fax and Copier, Color",483899.832,3,0.07,15536.232
9924,ID-2015-29655,2016-06-26,2016-07-01,표준 배송,MM-17260,홍찬호,소비자,서산시,충청남도,대한민국,충청,FUR-CH-10003950,가구,의자,"Novimex Executive Leather Armchair, Black",2802654,6,0,83905.2
9925,ID-2015-29655,2016-06-26,2016-07-01,표준 배송,MM-17260,홍찬호,소비자,서산시,충청남도,대한민국,충청,FUR-CH-10001756,가구,의자,"Novimex Bag Chairs, Adjustable",345933,7,0,148654.8
9926,ID-2015-29655,2016-06-26,2016-07-01,표준 배송,MM-17260,홍찬호,소비자,서산시,충청남도,대한민국,충청,OFF-SU-10003834,사무용품,일반 사무용품,"Stiletto Shears, High Speed",147155.4,3,0,55906.2
9927,ID-2015-29655,2016-06-26,2016-07-01,표준 배송,MM-17260,홍찬호,소비자,서산시,충청남도,대한민국,충청,OFF-FA-10004839,사무용품,파스너,"Accos Clamps, Metal",79560,4,0,24602.4
9928,ID-2015-29655,2016-06-26,2016-07-01,표준 배송,MM-17260,홍찬호,소비자,서산시,충청남도,대한민국,충청,TEC-AC-10002884,사무기기,악세사리,"Belkin Keyboard, USB",257315.4,3,0,95196.6
9944,IN-2015-23481,2016-03-27,2016-04-01,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,호남,OFF-LA-10002633,사무용품,라벨,"Novimex Shipping Labels, Laser Printer Compatible",55998,5,0,8874
9946,IN-2015-58551,2016-08-24,2016-08-28,표준 배송,HD-14785,황민율,홈 오피스,남해군,경상남도,대한민국,영남,TEC-CO-10003777,사무기기,복사기,"Hewlett Copy Machine, Color",801322.2,3,0,160191
9948,IN-2015-31916,2016-10-29,2016-11-02,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,FUR-CH-10002117,가구,의자,"Hon Steel Folding Chair, Red",181875.996,3,0.27,27376.596
9949,IN-2015-12232,2016-11-04,2016-11-11,표준 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,서울경기,FUR-CH-10001382,가구,의자,"Office Star Chairmat, Red",107418.24,2,0.2,38935.44
9950,IN-2015-12232,2016-11-04,2016-11-11,표준 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,서울경기,FUR-BO-10002300,가구,책장,"Safco 3-Shelf Cabinet, Mobile",139829.76,1,0.2,-8763.84
9951,IN-2015-12232,2016-11-04,2016-11-11,표준 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,서울경기,TEC-CO-10001222,사무기기,복사기,"Sharp Fax Machine, Laser",452344.5,3,0.5,-389094.3
9952,IN-2015-12232,2016-11-04,2016-11-11,표준 배송,CM-12385,심초롱,소비자,남구,인천광역시,대한민국,서울경기,TEC-AC-10003217,사무기기,악세사리,"Enermax Keyboard, USB",170686.8,4,0.5,-85374
9953,IN-2015-19785,2016-10-31,2016-11-05,빠른 배송,MC-18100,정희성,소비자,서초구,서울특별시,대한민국,서울경기,OFF-EN-10002985,사무용품,봉투,"Cameo Peel and Seal, Recycled",60588,3,0,7252.2
9955,ID-2015-40582,2016-05-27,2016-05-31,표준 배송,MG-17890,허춘삼,홈 오피스,성북구,서울특별시,대한민국,서울경기,OFF-ST-10004583,사무용품,수납용품,"Eldon Shelving, Single Width",74128.5,3,0.5,-66784.5
9956,ID-2015-40582,2016-05-27,2016-05-31,표준 배송,MG-17890,허춘삼,홈 오피스,성북구,서울특별시,대한민국,서울경기,OFF-LA-10001672,사무용품,라벨,"Avery Legal Exhibit Labels, Alphabetical",22766.4,4,0.5,-17380.8
9957,ID-2015-40582,2016-05-27,2016-05-31,표준 배송,MG-17890,허춘삼,홈 오피스,성북구,서울특별시,대한민국,서울경기,OFF-PA-10000302,사무용품,종이,"Eaton Computer Printout Paper, Multicolor",42778.8,3,0.5,-11199.6
9958,ID-2015-40582,2016-05-27,2016-05-31,표준 배송,MG-17890,허춘삼,홈 오피스,성북구,서울특별시,대한민국,서울경기,OFF-BI-10002684,사무용품,바인더,"Avery Hole Reinforcements, Clear",13815.9,7,0.5,-749.7
9959,IN-2015-64410,2016-08-09,2016-08-13,표준 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-ST-10003141,사무용품,수납용품,"Fellowes Trays, Industrial",295137,5,0,55998
9960,IN-2015-64410,2016-08-09,2016-08-13,표준 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-AR-10000242,사무용품,필기구,"BIC Pencil Sharpener, Blue",147951,5,0,26622
9966,ID-2015-74728,2016-12-19,2016-12-26,표준 배송,JW-16075,이경숙,소비자,무안군,전라남도,대한민국,호남,OFF-PA-10004187,사무용품,종이,"Xerox Message Books, Multicolor",39988.08,3,0.4,-22711.32
9967,ID-2015-74728,2016-12-19,2016-12-26,표준 배송,JW-16075,이경숙,소비자,무안군,전라남도,대한민국,호남,FUR-CH-10000026,가구,의자,"SAFCO Rocking Chair, Black",162155.52,2,0.4,-97332.48
9969,IN-2015-10272,2016-12-02,2016-12-07,빠른 배송,PS-18760,한성주,소비자,남구,광주광역시,대한민국,호남,OFF-AP-10000904,사무용품,가전,"Cuisinart Coffee Grinder, Silver",120441.6,3,0,26438.4
9970,IN-2015-10272,2016-12-02,2016-12-07,빠른 배송,PS-18760,한성주,소비자,남구,광주광역시,대한민국,호남,OFF-SU-10001346,사무용품,일반 사무용품,"Stiletto Shears, Steel",290638.8,6,0,29008.8
9971,IN-2015-10272,2016-12-02,2016-12-07,빠른 배송,PS-18760,한성주,소비자,남구,광주광역시,대한민국,호남,OFF-SU-10002445,사무용품,일반 사무용품,"Fiskars Trimmer, High Speed",345168,8,0,99878.4
9974,IN-2015-40092,2016-06-23,2016-06-26,빠른 배송,PK-19075,강영옥,소비자,동구,부산광역시,대한민국,영남,OFF-LA-10002765,사무용품,라벨,"Harbour Creations Legal Exhibit Labels, Adjustable",22477.23,3,0.17,-1390.77
9977,IN-2015-34632,2016-11-20,2016-11-23,특급 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,서울경기,OFF-EN-10003619,사무용품,봉투,"Kraft Manila Envelope, with clear poly window",76270.194,3,0.17,16508.394
9978,IN-2015-34632,2016-11-20,2016-11-23,특급 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,서울경기,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",71876.34,5,0.17,3332.34
9979,IN-2015-34632,2016-11-20,2016-11-23,특급 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,서울경기,OFF-AP-10003621,사무용품,가전,"KitchenAid Refrigerator, Red",2234770.02,5,0.17,323035.02
9980,IN-2015-34632,2016-11-20,2016-11-23,특급 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,서울경기,FUR-FU-10002362,가구,가구류,"Advantus Door Stop, Black",67058.676,2,0.27,12835.476
9981,IN-2015-34632,2016-11-20,2016-11-23,특급 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,서울경기,FUR-FU-10000394,가구,가구류,"Rubbermaid Photo Frame, Durable",36321.588,1,0.27,9944.388
9982,IN-2015-34632,2016-11-20,2016-11-23,특급 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,서울경기,FUR-BO-10003887,가구,책장,"Ikea Floating Shelf Set, Traditional",656762.904,6,0.37,-344040.696
9983,IN-2015-72460,2016-06-24,2016-06-27,특급 배송,BM-11575,손주린,기업 고객,안산시,경기도,대한민국,서울경기,FUR-FU-10000628,가구,가구류,"Rubbermaid Light Bulb, Black",42084.792,3,0.27,9771.192
9984,ID-2015-18147,2016-06-11,2016-06-13,특급 배송,JF-15190,배한나,소비자,동두천시,경기도,대한민국,서울경기,TEC-AC-10003408,사무기기,악세사리,"Enermax Keyboard, Programmable",91858.752,2,0.47,-29500.848
9992,IN-2015-30880,2016-10-09,2016-10-11,빠른 배송,LT-16765,문희진,소비자,북구,부산광역시,대한민국,영남,TEC-MA-10001261,사무기기,전산기기,"Konica Printer, Wireless",546393.6,2,0,251287.2
9998,IN-2015-16922,2016-10-21,2016-10-24,빠른 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,서울경기,OFF-PA-10002022,사무용품,종이,"Xerox Message Books, 8.5 x 11",50000.4,2,0,1468.8
9999,IN-2015-16922,2016-10-21,2016-10-24,빠른 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,서울경기,OFF-ST-10003807,사무용품,수납용품,"Eldon Folders, Wire Frame",114597,7,0,33201
10000,IN-2015-16922,2016-10-21,2016-10-24,빠른 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,서울경기,OFF-ST-10004183,사무용품,수납용품,"Rogers Trays, Wire Frame",660960,8,0,270912
10005,IN-2015-83814,2016-06-30,2016-07-03,특급 배송,GB-14575,송지만,소비자,의성군,경상북도,대한민국,영남,OFF-BI-10001858,사무용품,바인더,"Ibico Binding Machine, Durable",64774.08,2,0.4,1064.88
10006,IN-2015-83814,2016-06-30,2016-07-03,특급 배송,GB-14575,송지만,소비자,의성군,경상북도,대한민국,영남,TEC-AC-10002756,사무기기,악세사리,"SanDisk Keyboard, Bluetooth",299194.56,6,0.4,-79939.44
10007,IN-2015-83814,2016-06-30,2016-07-03,특급 배송,GB-14575,송지만,소비자,의성군,경상북도,대한민국,영남,TEC-PH-10004272,사무기기,전화기,"Nokia Headset, Cordless",185950.08,4,0.4,9204.48
10010,ID-2015-80440,2016-09-16,2016-09-21,표준 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,서울경기,OFF-SU-10000697,사무용품,일반 사무용품,"Kleencut Ruler, Serrated",12558.24,2,0.4,-2741.76
10011,ID-2015-80440,2016-09-16,2016-09-21,표준 배송,RD-19810,최연수,홈 오피스,용인시,경기도,대한민국,서울경기,TEC-AC-10000115,사무기기,악세사리,"SanDisk Keyboard, USB",99988.56,2,0.4,-20024.64
10013,IN-2015-86810,2016-06-03,2016-06-08,표준 배송,MG-17890,허춘삼,홈 오피스,성북구,서울특별시,대한민국,서울경기,OFF-PA-10003333,사무용품,종이,"Eaton Note Cards, 8.5 x 11",162118.8,6,0,51775.2
10014,ID-2015-83625,2016-07-28,2016-07-31,빠른 배송,RS-19420,최주재,기업 고객,춘천시,강원도,대한민국,강원,FUR-BO-10000008,가구,책장,"Sauder Library with Doors, Traditional",474459.12,2,0.4,-260981.28
10015,ID-2015-83625,2016-07-28,2016-07-31,빠른 배송,RS-19420,최주재,기업 고객,춘천시,강원도,대한민국,강원,OFF-EN-10003729,사무용품,봉투,"Kraft Manila Envelope, Recycled",30954.96,2,0.4,-4663.44
10016,IN-2015-84521,2016-01-12,2016-01-18,표준 배송,JK-15730,박진후,소비자,서대문구,서울특별시,대한민국,서울경기,TEC-PH-10000019,사무기기,전화기,"Motorola Audio Dock, Full Size",356306.4,2,0,85496.4
10017,IN-2015-81154,2016-09-19,2016-09-19,당일 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-EN-10001733,사무용품,봉투,"Cameo Interoffice Envelope, with clear poly window",51989.4,1,0,6211.8
10018,IN-2015-81154,2016-09-19,2016-09-19,당일 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-ST-10004748,사무용품,수납용품,"Smead Lockers, Blue",1214330.4,6,0,182131.2
10019,IN-2015-81154,2016-09-19,2016-09-19,당일 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,TEC-CO-10000847,사무기기,복사기,"Canon Personal Copier, Laser",873568.8,6,0,227113.2
10020,IN-2015-81154,2016-09-19,2016-09-19,당일 배송,NL-18310,김연경,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-EN-10000975,사무용품,봉투,"Ames Manila Envelope, Set of 50",151102.8,6,0,21114
10022,IN-2015-81399,2016-10-15,2016-10-21,표준 배송,CS-12490,나문주,기업 고객,음성군,충청북도,대한민국,충청,OFF-SU-10001891,사무용품,일반 사무용품,"Stiletto Box Cutter, Easy Grip",38341.8,1,0,11475
10036,ID-2015-86033,2016-12-26,2016-12-30,빠른 배송,BO-11425,노현재,소비자,성북구,서울특별시,대한민국,서울경기,TEC-CO-10002065,사무기기,복사기,"HP Fax Machine, High-Speed",182461.68,1,0.4,-100374.12
10037,ID-2015-86033,2016-12-26,2016-12-30,빠른 배송,BO-11425,노현재,소비자,성북구,서울특별시,대한민국,서울경기,OFF-EN-10004840,사무용품,봉투,"Jiffy Clasp Envelope, Security-Tint",13366.08,2,0.4,-4504.32
10038,ID-2015-86033,2016-12-26,2016-12-30,빠른 배송,BO-11425,노현재,소비자,성북구,서울특별시,대한민국,서울경기,TEC-CO-10002040,사무기기,복사기,"Hewlett Fax and Copier, High-Speed",233869.68,2,0.4,-7809.12
10039,ID-2015-86033,2016-12-26,2016-12-30,빠른 배송,BO-11425,노현재,소비자,성북구,서울특별시,대한민국,서울경기,OFF-LA-10003376,사무용품,라벨,"Hon Shipping Labels, Adjustable",34039.44,6,0.4,-17735.76
10043,IN-2015-82008,2016-06-25,2016-07-02,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,서울경기,FUR-BO-10001452,가구,책장,"Dania Stackable Bookrack, Pine",253184.4,2,0,98715.6
10044,IN-2015-82008,2016-06-25,2016-07-02,표준 배송,DC-12850,손한나,소비자,가평군,경기도,대한민국,서울경기,OFF-FA-10004563,사무용품,파스너,"Stockwell Clamps, Assorted Sizes",34027.2,2,0,15300
10047,IN-2015-84570,2016-09-04,2016-09-06,빠른 배송,SC-20575,백재선,소비자,완도군,전라남도,대한민국,호남,OFF-BI-10004809,사무용품,바인더,"Acco Binder Covers, Economy",27172.8,2,0,4039.2
10048,IN-2015-84570,2016-09-04,2016-09-06,빠른 배송,SC-20575,백재선,소비자,완도군,전라남도,대한민국,호남,FUR-FU-10000955,가구,가구류,"Advantus Stacking Tray, Durable",26897.4,1,0,9945
10049,ID-2015-85032,2016-08-03,2016-08-03,당일 배송,VG-21790,백유린,소비자,음성군,충청북도,대한민국,충청,OFF-AR-10001030,사무용품,필기구,"Sanford Markers, Easy-Erase",14394.24,1,0.4,-722.16
10050,ID-2015-85032,2016-08-03,2016-08-03,당일 배송,VG-21790,백유린,소비자,음성군,충청북도,대한민국,충청,TEC-PH-10002590,사무기기,전화기,"Motorola Audio Dock, Cordless",215693.28,2,0.4,-68335.92
10051,ID-2015-85032,2016-08-03,2016-08-03,당일 배송,VG-21790,백유린,소비자,음성군,충청북도,대한민국,충청,OFF-EN-10001823,사무용품,봉투,"Cameo Mailers, Recycled",45239.04,2,0.4,-48.96
10052,ID-2015-86719,2016-11-21,2016-11-23,특급 배송,JB-16045,안강준,홈 오피스,강북구,서울특별시,대한민국,서울경기,OFF-EN-10003520,사무용품,봉투,"Kraft Mailers, Recycled",89229.6,4,0.4,-40269.6
10053,ID-2015-86719,2016-11-21,2016-11-23,특급 배송,JB-16045,안강준,홈 오피스,강북구,서울특별시,대한민국,서울경기,OFF-SU-10003688,사무용품,일반 사무용품,"Acme Shears, High Speed",183306.24,6,0.4,-15348.96
10054,IN-2015-84304,2016-10-22,2016-10-26,표준 배송,TN-21040,하진미,홈 오피스,관악구,서울특별시,대한민국,서울경기,OFF-EN-10004507,사무용품,봉투,"GlobeWeis Mailers, Set of 50",157284,4,0,67564.8
10071,ID-2015-85375,2016-06-27,2016-07-03,표준 배송,DB-13405,류하람,소비자,북구,광주광역시,대한민국,호남,OFF-SU-10000452,사무용품,일반 사무용품,"Fiskars Letter Opener, Steel",150735.6,10,0.4,-75398.4
10073,IN-2015-82470,2016-12-11,2016-12-16,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,TEC-AC-10004196,사무기기,악세사리,"Belkin Memory Card, USB",234640.8,2,0,7038
10077,IN-2015-85760,2016-11-13,2016-11-17,빠른 배송,JD-16015,서민경,소비자,구로구,서울특별시,대한민국,서울경기,FUR-CH-10003948,가구,의자,"Harbour Creations Swivel Stool, Set of Two",1488139.2,8,0,505756.8
10078,IN-2015-81322,2016-12-08,2016-12-12,빠른 배송,JM-15535,하종석,소비자,도봉구,서울특별시,대한민국,서울경기,OFF-SU-10003780,사무용품,일반 사무용품,"Elite Ruler, High Speed",33782.4,4,0.4,2203.2
10088,IN-2014-83947,2016-01-01,2016-01-06,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,TEC-PH-10003400,사무기기,전화기,"Motorola Signal Booster, VoIP",87650.64,1,0.4,11670.84
10089,IN-2014-83947,2016-01-01,2016-01-06,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,FUR-BO-10001746,가구,책장,"Dania 3-Shelf Cabinet, Pine",174787.2,2,0.4,-17503.2
10090,ID-2015-86173,2016-06-18,2016-06-24,표준 배송,CS-12490,나문주,기업 고객,음성군,충청북도,대한민국,충청,TEC-CO-10003813,사무기기,복사기,"Sharp Ink, Color",308080.8,4,0.4,-154101.6
10096,ID-2015-85949,2016-09-08,2016-09-10,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,FUR-TA-10000355,가구,탁자,"Bevis Wood Table, with Bottom Storage",326569.32,1,0.4,-174199.68
10097,ID-2015-85949,2016-09-08,2016-09-10,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,FUR-FU-10003336,가구,가구류,"Eldon Door Stop, Erganomic",59706.72,2,0.4,-15936.48
10098,ID-2015-85949,2016-09-08,2016-09-10,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,OFF-BI-10004193,사무용품,바인더,"Avery Index Tab, Clear",14173.92,4,0.4,-5287.68
10099,ID-2015-85949,2016-09-08,2016-09-10,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,TEC-PH-10003078,사무기기,전화기,"Cisco Speaker Phone, with Caller ID",169499.52,2,0.4,2790.72
10100,ID-2015-85949,2016-09-08,2016-09-10,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,OFF-EN-10002808,사무용품,봉투,"Cameo Business Envelopes, Set of 50",100319.04,8,0.4,-21836.16
10128,ID-2015-85655,2016-05-07,2016-05-11,표준 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,서울경기,FUR-CH-10001317,가구,의자,"Harbour Creations Rocking Chair, Red",90019.08,1,0.4,-21028.32
10129,ID-2015-85655,2016-05-07,2016-05-11,표준 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,서울경기,OFF-AR-10000205,사무용품,필기구,"BIC Canvas, Easy-Erase",33029.64,1,0.4,-7178.76
10132,IN-2015-83919,2016-07-02,2016-07-06,표준 배송,RB-19330,허아라,소비자,서천군,충청남도,대한민국,충청,TEC-AC-10004393,사무기기,악세사리,"Belkin Flash Drive, Programmable",265852.8,6,0,45165.6
10133,IN-2015-83919,2016-07-02,2016-07-06,표준 배송,RB-19330,허아라,소비자,서천군,충청남도,대한민국,충청,TEC-CO-10003217,사무기기,복사기,"Canon Wireless Fax, Laser",772466.4,2,0,138985.2
10134,IN-2015-83919,2016-07-02,2016-07-06,표준 배송,RB-19330,허아라,소비자,서천군,충청남도,대한민국,충청,TEC-AC-10002389,사무기기,악세사리,"Enermax Mouse, USB",165240,4,0,39657.6
10135,IN-2015-83919,2016-07-02,2016-07-06,표준 배송,RB-19330,허아라,소비자,서천군,충청남도,대한민국,충청,TEC-PH-10001961,사무기기,전화기,"Cisco Speaker Phone, Full Size",142565.4,1,0,29926.8
10136,IN-2015-83919,2016-07-02,2016-07-06,표준 배송,RB-19330,허아라,소비자,서천군,충청남도,대한민국,충청,OFF-FA-10002790,사무용품,파스너,"Stockwell Push Pins, 12 Pack",54712.8,4,0,27295.2
10140,ID-2015-83324,2016-08-26,2016-08-29,특급 배송,TZ-21445,김수찬,기업 고객,성남시,경기도,대한민국,서울경기,FUR-BO-10000321,가구,책장,"Dania Floating Shelf Set, Mobile",280491.84,4,0.6,-161372.16
10150,IN-2015-80888,2016-11-05,2016-11-08,빠른 배송,JP-16135,김선일,홈 오피스,횡성군,강원도,대한민국,강원,OFF-BI-10002277,사무용품,바인더,"Wilson Jones 3-Hole Punch, Recycled",57834,2,0,28335.6
10151,IN-2015-80888,2016-11-05,2016-11-08,빠른 배송,JP-16135,김선일,홈 오피스,횡성군,강원도,대한민국,강원,OFF-PA-10000655,사무용품,종이,"Enermax Parchment Paper, Multicolor",34272,2,0,4100.4
10162,IN-2015-84234,2016-12-04,2016-12-09,빠른 배송,DB-13615,임자현,소비자,성동구,서울특별시,대한민국,서울경기,OFF-ST-10002028,사무용품,수납용품,"Fellowes File Cart, Single Width",280173.6,2,0,140086.8
10163,IN-2015-84234,2016-12-04,2016-12-09,빠른 배송,DB-13615,임자현,소비자,성동구,서울특별시,대한민국,서울경기,OFF-AR-10000603,사무용품,필기구,"Boston Highlighters, Water Color",134946,6,0,10648.8
10164,IN-2015-84234,2016-12-04,2016-12-09,빠른 배송,DB-13615,임자현,소비자,성동구,서울특별시,대한민국,서울경기,OFF-FA-10002965,사무용품,파스너,"Accos Clamps, Bulk Pack",79070.4,4,0,21297.6
